date;state;country;deaths
2020-05-02;Saskatchewan;Canada;7.0
2020-05-02;Shaanxi;China;3.0
2020-05-02;Shandong;China;7.0
2020-05-02;Shanghai;China;7.0
2020-05-02;Shanxi;China;0.0
2020-05-02;Sichuan;China;3.0
2020-05-02;Sint Maarten;Netherlands;13.0
2020-05-02;South Australia;Australia;4.0
2020-05-02;St Martin;France;3.0
2020-05-02;Tasmania;Australia;13.0
2020-05-02;Tianjin;China;3.0
2020-05-02;Tibet;China;0.0
2020-05-02;Turks and Caicos Islands;United Kingdom;1.0
2020-05-02;Victoria;Australia;18.0
2020-05-02;Western Australia;Australia;8.0
2020-05-02;Xinjiang;China;3.0
2020-05-02;Yukon;Canada;0.0
2020-05-02;Yunnan;China;2.0
2020-05-02;Zhejiang;China;1.0
2020-05-02;no;Afghanistan;72.0
2020-05-02;no;Albania;31.0
2020-05-02;no;Algeria;459.0
2020-05-02;no;Andorra;44.0
2020-05-02;no;Angola;2.0
2020-05-02;no;Antigua and Barbuda;3.0
2020-05-02;no;Argentina;237.0
2020-05-02;no;Armenia;33.0
2020-05-02;no;Austria;596.0
2020-05-02;no;Azerbaijan;25.0
2020-05-02;no;Bahamas;11.0
2020-05-02;no;Bahrain;8.0
2020-05-02;no;Bangladesh;175.0
2020-05-02;no;Barbados;7.0
2020-05-02;no;Belarus;97.0
2020-05-02;no;Belgium;7765.0
2020-05-02;no;Belize;2.0
2020-05-02;no;Benin;2.0
2020-05-02;no;Bhutan;0.0
2020-05-02;no;Bolivia;71.0
2020-05-02;no;Bosnia and Herzegovina;72.0
2020-05-02;no;Botswana;1.0
2020-05-02;no;Brazil;6761.0
2020-05-02;no;Brunei;1.0
2020-05-02;no;Bulgaria;72.0
2020-05-02;no;Burkina Faso;44.0
2020-05-02;no;Burma;6.0
2020-05-02;no;Burundi;1.0
2020-05-02;no;Cabo Verde;2.0
2020-05-02;no;Cambodia;0.0
2020-05-02;no;Cameroon;64.0
2020-05-02;no;Central African Republic;0.0
2020-05-02;no;Chad;10.0
2020-05-02;no;Chile;247.0
2020-05-02;no;Colombia;324.0
2020-05-02;no;Comoros;0.0
2020-05-02;no;Congo (Brazzaville);9.0
2020-05-02;no;Congo (Kinshasa);33.0
2020-05-02;no;Costa Rica;6.0
2020-05-02;no;Cote d'Ivoire;15.0
2020-05-02;no;Croatia;77.0
2020-05-02;no;Cuba;66.0
2020-05-02;no;Cyprus;15.0
2020-05-02;no;Czechia;245.0
2020-05-02;no;Denmark;475.0
2020-05-02;no;Diamond Princess;13.0
2020-05-02;no;Djibouti;2.0
2020-05-02;no;Dominica;0.0
2020-05-02;no;Dominican Republic;326.0
2020-05-02;no;Ecuador;1371.0
2020-05-02;no;Egypt;415.0
2020-05-02;no;El Salvador;11.0
2020-05-02;no;Equatorial Guinea;1.0
2020-05-02;no;Eritrea;0.0
2020-05-02;no;Estonia;53.0
2020-05-02;no;Eswatini;1.0
2020-05-02;no;Ethiopia;3.0
2020-05-02;no;Fiji;0.0
2020-05-02;no;Finland;220.0
2020-05-02;no;France;24729.0
2020-05-02;no;Gabon;5.0
2020-05-02;no;Gambia;1.0
2020-05-02;no;Georgia;8.0
2020-05-02;no;Germany;6812.0
2020-05-02;no;Ghana;18.0
2020-05-02;no;Greece;143.0
2020-05-02;no;Grenada;0.0
2020-05-02;no;Guatemala;17.0
2020-05-02;no;Guinea;7.0
2020-05-02;no;Guinea-Bissau;1.0
2020-05-02;no;Guyana;9.0
2020-05-02;no;Haiti;8.0
2020-05-02;no;Holy See;0.0
2020-05-02;no;Honduras;76.0
2020-05-02;no;Hungary;335.0
2020-05-02;no;Iceland;10.0
2020-05-02;no;India;1323.0
2020-05-02;no;Indonesia;831.0
2020-05-02;no;Iran;6156.0
2020-05-02;no;Iraq;95.0
2020-05-02;no;Ireland;1286.0
2020-05-02;no;Israel;229.0
2020-05-02;no;Italy;28710.0
2020-05-02;no;Jamaica;8.0
2020-05-02;no;Japan;536.0
2020-05-02;no;Jordan;9.0
2020-05-02;no;Kazakhstan;25.0
2020-05-02;no;Kenya;22.0
2020-05-02;no;Korea, South;250.0
2020-05-02;no;Kosovo;22.0
2020-05-02;no;Kuwait;33.0
2020-05-02;no;Kyrgyzstan;8.0
2020-05-02;no;Laos;0.0
2020-05-02;no;Latvia;16.0
2020-05-02;no;Lebanon;25.0
2020-05-02;no;Lesotho;0.0
2020-05-02;no;Liberia;18.0
2020-05-02;no;Libya;3.0
2020-05-02;no;Liechtenstein;1.0
2020-05-02;no;Lithuania;46.0
2020-05-02;no;Luxembourg;92.0
2020-05-02;no;MS Zaandam;2.0
2020-05-02;no;Madagascar;0.0
2020-05-02;no;Malawi;3.0
2020-05-02;no;Malaysia;103.0
2020-05-02;no;Maldives;1.0
2020-05-02;no;Mali;26.0
2020-05-02;no;Malta;4.0
2020-05-02;no;Mauritania;1.0
2020-05-02;no;Mauritius;10.0
2020-05-02;no;Mexico;2061.0
2020-05-02;no;Moldova;124.0
2020-05-02;no;Monaco;4.0
2020-05-02;no;Mongolia;0.0
2020-05-02;no;Montenegro;8.0
2020-05-02;no;Morocco;173.0
2020-05-02;no;Mozambique;0.0
2020-05-02;no;Namibia;0.0
2020-05-02;no;Nepal;0.0
2020-05-02;no;Netherlands;4987.0
2020-05-02;no;New Zealand;20.0
2020-05-02;no;Nicaragua;3.0
2020-05-02;no;Niger;35.0
2020-05-02;no;Nigeria;85.0
2020-05-02;no;North Macedonia;82.0
2020-05-02;no;Norway;211.0
2020-05-02;no;Oman;12.0
2020-05-02;no;Pakistan;457.0
2020-05-02;no;Panama;197.0
2020-05-02;no;Papua New Guinea;0.0
2020-05-02;no;Paraguay;10.0
2020-05-02;no;Peru;1200.0
2020-05-02;no;Philippines;603.0
2020-05-02;no;Poland;664.0
2020-05-02;no;Portugal;1023.0
2020-05-02;no;Qatar;12.0
2020-05-02;no;Romania;771.0
2020-05-02;no;Russia;1222.0
2020-05-02;no;Rwanda;0.0
2020-05-02;no;Saint Kitts and Nevis;0.0
2020-05-02;no;Saint Lucia;0.0
2020-05-02;no;Saint Vincent and the Grenadines;0.0
2020-05-02;no;San Marino;41.0
2020-05-02;no;Sao Tome and Principe;1.0
2020-05-02;no;Saudi Arabia;176.0
2020-05-02;no;Senegal;9.0
2020-05-02;no;Serbia;189.0
2020-05-02;no;Seychelles;0.0
2020-05-02;no;Sierra Leone;8.0
2020-05-02;no;Singapore;17.0
2020-05-02;no;Slovakia;24.0
2020-05-02;no;Slovenia;94.0
2020-05-02;no;Somalia;31.0
2020-05-02;no;South Africa;123.0
2020-05-02;no;South Sudan;0.0
2020-05-02;no;Spain;25100.0
2020-05-02;no;Sri Lanka;7.0
2020-05-02;no;Sudan;41.0
2020-05-02;no;Suriname;1.0
2020-05-02;no;Sweden;3102.0
2020-05-02;no;Switzerland;1762.0
2020-05-02;no;Syria;3.0
2020-05-02;no;Taiwan*;6.0
2020-05-02;no;Tajikistan;2.0
2020-05-02;no;Tanzania;16.0
2020-05-02;no;Thailand;54.0
2020-05-02;no;Timor-Leste;0.0
2020-05-02;no;Togo;9.0
2020-05-02;no;Trinidad and Tobago;8.0
2020-05-02;no;Tunisia;42.0
2020-05-02;no;Turkey;3336.0
2020-05-02;no;US;69415.0
2020-05-02;no;Uganda;0.0
2020-05-02;no;Ukraine;279.0
2020-05-02;no;United Arab Emirates;119.0
2020-05-02;no;United Kingdom;27965.0
2020-05-02;no;Uruguay;17.0
2020-05-02;no;Uzbekistan;9.0
2020-05-02;no;Venezuela;10.0
2020-05-02;no;Vietnam;0.0
2020-05-02;no;West Bank and Gaza;2.0
2020-05-02;no;Western Sahara;0.0
2020-05-02;no;Yemen;2.0
2020-05-02;no;Zambia;3.0
2020-05-02;no;Zimbabwe;4.0
2020-05-03;Alberta;Canada;95.0
2020-05-03;Anguilla;United Kingdom;0.0
2020-05-03;Anhui;China;6.0
2020-05-03;Aruba;Netherlands;2.0
2020-05-03;Australian Capital Territory;Australia;3.0
2020-05-03;Beijing;China;9.0
2020-05-03;Bermuda;United Kingdom;7.0
2020-05-03;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-05-03;British Columbia;Canada;114.0
2020-05-03;British Virgin Islands;United Kingdom;1.0
2020-05-03;Cayman Islands;United Kingdom;1.0
2020-05-03;Channel Islands;United Kingdom;41.0
2020-05-03;Chongqing;China;6.0
2020-05-03;Curacao;Netherlands;1.0
2020-05-03;Diamond Princess;Canada;1.0
2020-05-03;Falkland Islands (Malvinas);United Kingdom;0.0
2020-05-03;Faroe Islands;Denmark;0.0
2020-05-03;French Guiana;France;1.0
2020-05-03;French Polynesia;France;0.0
2020-05-03;Fujian;China;1.0
2020-05-03;Gansu;China;2.0
2020-05-03;Gibraltar;United Kingdom;0.0
2020-05-03;Grand Princess;Canada;0.0
2020-05-03;Greenland;Denmark;0.0
2020-05-03;Guadeloupe;France;12.0
2020-05-03;Guangdong;China;8.0
2020-05-03;Guangxi;China;2.0
2020-05-03;Guizhou;China;2.0
2020-05-03;Hainan;China;6.0
2020-05-03;Hebei;China;6.0
2020-05-03;Heilongjiang;China;13.0
2020-05-03;Henan;China;22.0
2020-05-03;Hong Kong;China;4.0
2020-05-03;Hubei;China;4512.0
2020-05-03;Hunan;China;4.0
2020-05-03;Inner Mongolia;China;1.0
2020-05-03;Isle of Man;United Kingdom;22.0
2020-05-03;Jiangsu;China;0.0
2020-05-03;Jiangxi;China;1.0
2020-05-03;Jilin;China;1.0
2020-05-03;Liaoning;China;2.0
2020-05-03;Macau;China;0.0
2020-05-03;Manitoba;Canada;6.0
2020-05-03;Martinique;France;14.0
2020-05-03;Mayotte;France;6.0
2020-05-03;Montserrat;United Kingdom;1.0
2020-05-03;New Brunswick;Canada;0.0
2020-05-03;New Caledonia;France;0.0
2020-05-03;New South Wales;Australia;42.0
2020-05-03;Newfoundland and Labrador;Canada;3.0
2020-05-03;Ningxia;China;0.0
2020-05-03;Northern Territory;Australia;0.0
2020-05-03;Northwest Territories;Canada;0.0
2020-05-03;Nova Scotia;Canada;37.0
2020-05-03;Ontario;Canada;1326.0
2020-05-03;Prince Edward Island;Canada;0.0
2020-05-03;Qinghai;China;0.0
2020-05-03;Quebec;Canada;2206.0
2020-05-03;Queensland;Australia;6.0
2020-05-03;Reunion;France;0.0
2020-05-03;Saint Barthelemy;France;0.0
2020-05-03;Saint Pierre and Miquelon;France;0.0
2020-05-03;Saskatchewan;Canada;7.0
2020-05-03;Shaanxi;China;3.0
2020-05-03;Shandong;China;7.0
2020-05-03;Shanghai;China;7.0
2020-05-03;Shanxi;China;0.0
2020-05-03;Sichuan;China;3.0
2020-05-03;Sint Maarten;Netherlands;13.0
2020-05-03;South Australia;Australia;4.0
2020-05-03;St Martin;France;3.0
2020-05-03;Tasmania;Australia;13.0
2020-05-03;Tianjin;China;3.0
2020-05-03;Tibet;China;0.0
2020-05-03;Turks and Caicos Islands;United Kingdom;1.0
2020-05-03;Victoria;Australia;18.0
2020-05-03;Western Australia;Australia;9.0
2020-05-03;Xinjiang;China;3.0
2020-05-03;Yukon;Canada;0.0
2020-05-03;Yunnan;China;2.0
2020-05-03;Zhejiang;China;1.0
2020-05-03;no;Afghanistan;85.0
2020-05-03;no;Albania;31.0
2020-05-03;no;Algeria;463.0
2020-05-03;no;Andorra;45.0
2020-05-03;no;Angola;2.0
2020-05-03;no;Antigua and Barbuda;3.0
2020-05-03;no;Argentina;246.0
2020-05-03;no;Armenia;35.0
2020-05-03;no;Austria;598.0
2020-05-03;no;Azerbaijan;25.0
2020-05-03;no;Bahamas;11.0
2020-05-03;no;Bahrain;8.0
2020-05-03;no;Bangladesh;177.0
2020-05-03;no;Barbados;7.0
2020-05-03;no;Belarus;99.0
2020-05-03;no;Belgium;7844.0
2020-05-03;no;Belize;2.0
2020-05-03;no;Benin;2.0
2020-05-03;no;Bhutan;0.0
2020-05-03;no;Bolivia;76.0
2020-05-03;no;Bosnia and Herzegovina;77.0
2020-05-03;no;Botswana;1.0
2020-05-03;no;Brazil;7051.0
2020-05-03;no;Brunei;1.0
2020-05-03;no;Bulgaria;73.0
2020-05-03;no;Burkina Faso;45.0
2020-05-03;no;Burma;6.0
2020-05-03;no;Burundi;1.0
2020-05-03;no;Cabo Verde;2.0
2020-05-03;no;Cambodia;0.0
2020-05-03;no;Cameroon;64.0
2020-05-03;no;Central African Republic;0.0
2020-05-03;no;Chad;10.0
2020-05-03;no;Chile;260.0
2020-05-03;no;Colombia;340.0
2020-05-03;no;Comoros;0.0
2020-05-03;no;Congo (Brazzaville);9.0
2020-05-03;no;Congo (Kinshasa);33.0
2020-05-03;no;Costa Rica;6.0
2020-05-03;no;Cote d'Ivoire;17.0
2020-05-03;no;Croatia;79.0
2020-05-03;no;Cuba;67.0
2020-05-03;no;Cyprus;15.0
2020-05-03;no;Czechia;248.0
2020-05-03;no;Denmark;484.0
2020-05-03;no;Diamond Princess;13.0
2020-05-03;no;Djibouti;2.0
2020-05-03;no;Dominica;0.0
2020-05-03;no;Dominican Republic;333.0
2020-05-03;no;Ecuador;1564.0
2020-05-03;no;Egypt;429.0
2020-05-03;no;El Salvador;11.0
2020-05-03;no;Equatorial Guinea;1.0
2020-05-03;no;Eritrea;0.0
2020-05-03;no;Estonia;55.0
2020-05-03;no;Eswatini;1.0
2020-05-03;no;Ethiopia;3.0
2020-05-03;no;Fiji;0.0
2020-05-03;no;Finland;230.0
2020-05-03;no;France;24864.0
2020-05-03;no;Gabon;5.0
2020-05-03;no;Gambia;1.0
2020-05-03;no;Georgia;9.0
2020-05-03;no;Germany;6866.0
2020-05-03;no;Ghana;18.0
2020-05-03;no;Greece;144.0
2020-05-03;no;Grenada;0.0
2020-05-03;no;Guatemala;17.0
2020-05-03;no;Guinea;7.0
2020-05-03;no;Guinea-Bissau;1.0
2020-05-03;no;Guyana;9.0
2020-05-03;no;Haiti;9.0
2020-05-03;no;Holy See;0.0
2020-05-03;no;Honduras;82.0
2020-05-03;no;Hungary;340.0
2020-05-03;no;Iceland;10.0
2020-05-03;no;India;1391.0
2020-05-03;no;Indonesia;845.0
2020-05-03;no;Iran;6203.0
2020-05-03;no;Iraq;97.0
2020-05-03;no;Ireland;1303.0
2020-05-03;no;Israel;232.0
2020-05-03;no;Italy;28884.0
2020-05-03;no;Jamaica;9.0
2020-05-03;no;Japan;560.0
2020-05-03;no;Jordan;9.0
2020-05-03;no;Kazakhstan;27.0
2020-05-03;no;Kenya;24.0
2020-05-03;no;Korea, South;252.0
2020-05-03;no;Kosovo;22.0
2020-05-03;no;Kuwait;38.0
2020-05-03;no;Kyrgyzstan;10.0
2020-05-03;no;Laos;0.0
2020-05-03;no;Latvia;16.0
2020-05-03;no;Lebanon;25.0
2020-05-03;no;Lesotho;0.0
2020-05-03;no;Liberia;18.0
2020-05-03;no;Libya;3.0
2020-05-03;no;Liechtenstein;1.0
2020-05-03;no;Lithuania;46.0
2020-05-03;no;Luxembourg;96.0
2020-05-03;no;MS Zaandam;2.0
2020-05-03;no;Madagascar;0.0
2020-05-03;no;Malawi;3.0
2020-05-03;no;Malaysia;105.0
2020-05-03;no;Maldives;1.0
2020-05-03;no;Mali;27.0
2020-05-03;no;Malta;4.0
2020-05-03;no;Mauritania;1.0
2020-05-03;no;Mauritius;10.0
2020-05-03;no;Mexico;2154.0
2020-05-03;no;Moldova;125.0
2020-05-03;no;Monaco;4.0
2020-05-03;no;Mongolia;0.0
2020-05-03;no;Montenegro;8.0
2020-05-03;no;Morocco;174.0
2020-05-03;no;Mozambique;0.0
2020-05-03;no;Namibia;0.0
2020-05-03;no;Nepal;0.0
2020-05-03;no;Netherlands;5056.0
2020-05-03;no;New Zealand;20.0
2020-05-03;no;Nicaragua;5.0
2020-05-03;no;Niger;36.0
2020-05-03;no;Nigeria;87.0
2020-05-03;no;North Macedonia;84.0
2020-05-03;no;Norway;211.0
2020-05-03;no;Oman;12.0
2020-05-03;no;Pakistan;476.0
2020-05-03;no;Panama;197.0
2020-05-03;no;Papua New Guinea;0.0
2020-05-03;no;Paraguay;10.0
2020-05-03;no;Peru;1286.0
2020-05-03;no;Philippines;607.0
2020-05-03;no;Poland;678.0
2020-05-03;no;Portugal;1043.0
2020-05-03;no;Qatar;12.0
2020-05-03;no;Romania;790.0
2020-05-03;no;Russia;1280.0
2020-05-03;no;Rwanda;0.0
2020-05-03;no;Saint Kitts and Nevis;0.0
2020-05-03;no;Saint Lucia;0.0
2020-05-03;no;Saint Vincent and the Grenadines;0.0
2020-05-03;no;San Marino;41.0
2020-05-03;no;Sao Tome and Principe;1.0
2020-05-03;no;Saudi Arabia;184.0
2020-05-03;no;Senegal;9.0
2020-05-03;no;Serbia;193.0
2020-05-03;no;Seychelles;0.0
2020-05-03;no;Sierra Leone;8.0
2020-05-03;no;Singapore;18.0
2020-05-03;no;Slovakia;24.0
2020-05-03;no;Slovenia;96.0
2020-05-03;no;Somalia;32.0
2020-05-03;no;South Africa;131.0
2020-05-03;no;South Sudan;0.0
2020-05-03;no;Spain;25264.0
2020-05-03;no;Sri Lanka;7.0
2020-05-03;no;Sudan;41.0
2020-05-03;no;Suriname;1.0
2020-05-03;no;Sweden;3186.0
2020-05-03;no;Switzerland;1762.0
2020-05-03;no;Syria;3.0
2020-05-03;no;Taiwan*;6.0
2020-05-03;no;Tajikistan;2.0
2020-05-03;no;Tanzania;16.0
2020-05-03;no;Thailand;54.0
2020-05-03;no;Timor-Leste;0.0
2020-05-03;no;Togo;9.0
2020-05-03;no;Trinidad and Tobago;8.0
2020-05-03;no;Tunisia;42.0
2020-05-03;no;Turkey;3397.0
2020-05-03;no;US;70535.0
2020-05-03;no;Uganda;0.0
2020-05-03;no;Ukraine;288.0
2020-05-03;no;United Arab Emirates;126.0
2020-05-03;no;United Kingdom;28218.0
2020-05-03;no;Uruguay;17.0
2020-05-03;no;Uzbekistan;10.0
2020-05-03;no;Venezuela;10.0
2020-05-03;no;Vietnam;0.0
2020-05-03;no;West Bank and Gaza;2.0
2020-05-03;no;Western Sahara;0.0
2020-05-03;no;Yemen;2.0
2020-05-03;no;Zambia;3.0
2020-05-03;no;Zimbabwe;4.0
2020-05-04;Alberta;Canada;104.0
2020-05-04;Anguilla;United Kingdom;0.0
2020-05-04;Anhui;China;6.0
2020-05-04;Aruba;Netherlands;2.0
2020-05-04;Australian Capital Territory;Australia;3.0
2020-05-04;Beijing;China;9.0
2020-05-04;Bermuda;United Kingdom;7.0
2020-05-04;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-05-04;British Columbia;Canada;117.0
2020-05-04;British Virgin Islands;United Kingdom;1.0
2020-05-04;Cayman Islands;United Kingdom;1.0
2020-05-04;Channel Islands;United Kingdom;41.0
2020-05-04;Chongqing;China;6.0
2020-05-04;Curacao;Netherlands;1.0
2020-05-04;Diamond Princess;Canada;1.0
2020-05-04;Falkland Islands (Malvinas);United Kingdom;0.0
2020-05-04;Faroe Islands;Denmark;0.0
2020-05-04;French Guiana;France;1.0
2020-05-04;French Polynesia;France;0.0
2020-05-04;Fujian;China;1.0
2020-05-04;Gansu;China;2.0
2020-05-04;Gibraltar;United Kingdom;0.0
2020-05-04;Grand Princess;Canada;0.0
2020-05-04;Greenland;Denmark;0.0
2020-05-04;Guadeloupe;France;12.0
2020-05-04;Guangdong;China;8.0
2020-05-04;Guangxi;China;2.0
2020-05-04;Guizhou;China;2.0
2020-05-04;Hainan;China;6.0
2020-05-04;Hebei;China;6.0
2020-05-04;Heilongjiang;China;13.0
2020-05-04;Henan;China;22.0
2020-05-04;Hong Kong;China;4.0
2020-05-04;Hubei;China;4512.0
2020-05-04;Hunan;China;4.0
2020-05-04;Inner Mongolia;China;1.0
2020-05-04;Isle of Man;United Kingdom;23.0
2020-05-04;Jiangsu;China;0.0
2020-05-04;Jiangxi;China;1.0
2020-05-04;Jilin;China;1.0
2020-05-04;Liaoning;China;2.0
2020-05-04;Macau;China;0.0
2020-05-04;Manitoba;Canada;6.0
2020-05-04;Martinique;France;14.0
2020-05-04;Mayotte;France;6.0
2020-05-04;Montserrat;United Kingdom;1.0
2020-05-04;New Brunswick;Canada;0.0
2020-05-04;New Caledonia;France;0.0
2020-05-04;New South Wales;Australia;43.0
2020-05-04;Newfoundland and Labrador;Canada;3.0
2020-05-04;Ningxia;China;0.0
2020-05-04;Northern Territory;Australia;0.0
2020-05-04;Northwest Territories;Canada;0.0
2020-05-04;Nova Scotia;Canada;38.0
2020-05-04;Ontario;Canada;1446.0
2020-05-04;Prince Edward Island;Canada;0.0
2020-05-04;Qinghai;China;0.0
2020-05-04;Quebec;Canada;2281.0
2020-05-04;Queensland;Australia;6.0
2020-05-04;Reunion;France;0.0
2020-05-04;Saint Barthelemy;France;0.0
2020-05-04;Saint Pierre and Miquelon;France;0.0
2020-05-04;Saskatchewan;Canada;7.0
2020-05-04;Shaanxi;China;3.0
2020-05-04;Shandong;China;7.0
2020-05-04;Shanghai;China;7.0
2020-05-04;Shanxi;China;0.0
2020-05-04;Sichuan;China;3.0
2020-05-04;Sint Maarten;Netherlands;13.0
2020-05-04;South Australia;Australia;4.0
2020-05-04;St Martin;France;3.0
2020-05-04;Tasmania;Australia;13.0
2020-05-04;Tianjin;China;3.0
2020-05-04;Tibet;China;0.0
2020-05-04;Turks and Caicos Islands;United Kingdom;1.0
2020-05-04;Victoria;Australia;18.0
2020-05-04;Western Australia;Australia;9.0
2020-05-04;Xinjiang;China;3.0
2020-05-04;Yukon;Canada;0.0
2020-05-04;Yunnan;China;2.0
2020-05-04;Zhejiang;China;1.0
2020-05-04;no;Afghanistan;90.0
2020-05-04;no;Albania;31.0
2020-05-04;no;Algeria;465.0
2020-05-04;no;Andorra;45.0
2020-05-04;no;Angola;2.0
2020-05-04;no;Antigua and Barbuda;3.0
2020-05-04;no;Argentina;260.0
2020-05-04;no;Armenia;39.0
2020-05-04;no;Austria;600.0
2020-05-04;no;Azerbaijan;26.0
2020-05-04;no;Bahamas;11.0
2020-05-04;no;Bahrain;8.0
2020-05-04;no;Bangladesh;182.0
2020-05-04;no;Barbados;7.0
2020-05-04;no;Belarus;103.0
2020-05-04;no;Belgium;7924.0
2020-05-04;no;Belize;2.0
2020-05-04;no;Benin;2.0
2020-05-04;no;Bhutan;0.0
2020-05-04;no;Bolivia;82.0
2020-05-04;no;Bosnia and Herzegovina;78.0
2020-05-04;no;Botswana;1.0
2020-05-04;no;Brazil;7367.0
2020-05-04;no;Brunei;1.0
2020-05-04;no;Bulgaria;78.0
2020-05-04;no;Burkina Faso;46.0
2020-05-04;no;Burma;6.0
2020-05-04;no;Burundi;1.0
2020-05-04;no;Cabo Verde;2.0
2020-05-04;no;Cambodia;0.0
2020-05-04;no;Cameroon;64.0
2020-05-04;no;Central African Republic;0.0
2020-05-04;no;Chad;10.0
2020-05-04;no;Chile;270.0
2020-05-04;no;Colombia;358.0
2020-05-04;no;Comoros;0.0
2020-05-04;no;Congo (Brazzaville);10.0
2020-05-04;no;Congo (Kinshasa);34.0
2020-05-04;no;Costa Rica;6.0
2020-05-04;no;Cote d'Ivoire;17.0
2020-05-04;no;Croatia;80.0
2020-05-04;no;Cuba;69.0
2020-05-04;no;Cyprus;15.0
2020-05-04;no;Czechia;252.0
2020-05-04;no;Denmark;493.0
2020-05-04;no;Diamond Princess;13.0
2020-05-04;no;Djibouti;2.0
2020-05-04;no;Dominica;0.0
2020-05-04;no;Dominican Republic;346.0
2020-05-04;no;Ecuador;1569.0
2020-05-04;no;Egypt;436.0
2020-05-04;no;El Salvador;13.0
2020-05-04;no;Equatorial Guinea;3.0
2020-05-04;no;Eritrea;0.0
2020-05-04;no;Estonia;55.0
2020-05-04;no;Eswatini;1.0
2020-05-04;no;Ethiopia;3.0
2020-05-04;no;Fiji;0.0
2020-05-04;no;Finland;240.0
2020-05-04;no;France;25168.0
2020-05-04;no;Gabon;6.0
2020-05-04;no;Gambia;1.0
2020-05-04;no;Georgia;9.0
2020-05-04;no;Germany;6993.0
2020-05-04;no;Ghana;18.0
2020-05-04;no;Greece;146.0
2020-05-04;no;Grenada;0.0
2020-05-04;no;Guatemala;19.0
2020-05-04;no;Guinea;9.0
2020-05-04;no;Guinea-Bissau;1.0
2020-05-04;no;Guyana;9.0
2020-05-04;no;Haiti;11.0
2020-05-04;no;Holy See;0.0
2020-05-04;no;Honduras;83.0
2020-05-04;no;Hungary;351.0
2020-05-04;no;Iceland;10.0
2020-05-04;no;India;1566.0
2020-05-04;no;Indonesia;864.0
2020-05-04;no;Iran;6277.0
2020-05-04;no;Iraq;98.0
2020-05-04;no;Ireland;1319.0
2020-05-04;no;Israel;235.0
2020-05-04;no;Italy;29079.0
2020-05-04;no;Jamaica;9.0
2020-05-04;no;Japan;582.0
2020-05-04;no;Jordan;9.0
2020-05-04;no;Kazakhstan;29.0
2020-05-04;no;Kenya;24.0
2020-05-04;no;Korea, South;254.0
2020-05-04;no;Kosovo;22.0
2020-05-04;no;Kuwait;40.0
2020-05-04;no;Kyrgyzstan;10.0
2020-05-04;no;Laos;0.0
2020-05-04;no;Latvia;16.0
2020-05-04;no;Lebanon;25.0
2020-05-04;no;Lesotho;0.0
2020-05-04;no;Liberia;18.0
2020-05-04;no;Libya;3.0
2020-05-04;no;Liechtenstein;1.0
2020-05-04;no;Lithuania;46.0
2020-05-04;no;Luxembourg;96.0
2020-05-04;no;MS Zaandam;2.0
2020-05-04;no;Madagascar;0.0
2020-05-04;no;Malawi;3.0
2020-05-04;no;Malaysia;105.0
2020-05-04;no;Maldives;1.0
2020-05-04;no;Mali;29.0
2020-05-04;no;Malta;4.0
2020-05-04;no;Mauritania;1.0
2020-05-04;no;Mauritius;10.0
2020-05-04;no;Mexico;2271.0
2020-05-04;no;Moldova;132.0
2020-05-04;no;Monaco;4.0
2020-05-04;no;Mongolia;0.0
2020-05-04;no;Montenegro;8.0
2020-05-04;no;Morocco;179.0
2020-05-04;no;Mozambique;0.0
2020-05-04;no;Namibia;0.0
2020-05-04;no;Nepal;0.0
2020-05-04;no;Netherlands;5082.0
2020-05-04;no;New Zealand;20.0
2020-05-04;no;Nicaragua;5.0
2020-05-04;no;Niger;37.0
2020-05-04;no;Nigeria;93.0
2020-05-04;no;North Macedonia;85.0
2020-05-04;no;Norway;214.0
2020-05-04;no;Oman;12.0
2020-05-04;no;Pakistan;514.0
2020-05-04;no;Panama;200.0
2020-05-04;no;Papua New Guinea;0.0
2020-05-04;no;Paraguay;10.0
2020-05-04;no;Peru;1344.0
2020-05-04;no;Philippines;623.0
2020-05-04;no;Poland;698.0
2020-05-04;no;Portugal;1063.0
2020-05-04;no;Qatar;12.0
2020-05-04;no;Romania;818.0
2020-05-04;no;Russia;1356.0
2020-05-04;no;Rwanda;0.0
2020-05-04;no;Saint Kitts and Nevis;0.0
2020-05-04;no;Saint Lucia;0.0
2020-05-04;no;Saint Vincent and the Grenadines;0.0
2020-05-04;no;San Marino;41.0
2020-05-04;no;Sao Tome and Principe;3.0
2020-05-04;no;Saudi Arabia;191.0
2020-05-04;no;Senegal;10.0
2020-05-04;no;Serbia;197.0
2020-05-04;no;Seychelles;0.0
2020-05-04;no;Sierra Leone;9.0
2020-05-04;no;Singapore;18.0
2020-05-04;no;Slovakia;25.0
2020-05-04;no;Slovenia;97.0
2020-05-04;no;Somalia;35.0
2020-05-04;no;South Africa;138.0
2020-05-04;no;South Sudan;0.0
2020-05-04;no;Spain;25428.0
2020-05-04;no;Sri Lanka;8.0
2020-05-04;no;Sudan;41.0
2020-05-04;no;Suriname;1.0
2020-05-04;no;Sweden;3258.0
2020-05-04;no;Switzerland;1784.0
2020-05-04;no;Syria;3.0
2020-05-04;no;Taiwan*;6.0
2020-05-04;no;Tajikistan;3.0
